C_NAMEVI,C_NAMEEN,D_NAME,P_NAME,C_CODE,D_CODE,P_CODE,CODE_OLD
Xu©n H­¬ng,Xuan Huong,L¹ng Giang,Bac Giang,7429,217,24,2211141
T©n DÜnh,Tan Dinh,L¹ng Giang,Bac Giang,7432,217,24,2211143
X­¬ng L©m,Xuong Lam,L¹ng Giang,Bac Giang,7426,217,24,2211135
Thanh L©m,Thanh Lam,Lôc Nam,Bac Giang,7465,218,24,2211517
T©n H­ng,Tan Hung,L¹ng Giang,Bac Giang,7417,217,24,2211137
§¹i L©m,Dai Lam,L¹ng Giang,Bac Giang,7435,217,24,2211147
Th¸i §µo,Thai Dao,L¹ng Giang,Bac Giang,7438,217,24,2211145
TT. Cao Th­îng,Cao Thuong Town,T©n Yªn,Bac Giang,7297,216,24,2210503
ViÖt LËp,Viet Lap,T©n Yªn,Bac Giang,7354,216,24,2210535
Liªn Chung,Lien Chung,T©n Yªn,Bac Giang,7357,216,24,2210537
§oan B¸i,Doan Bai,HiÖp Hßa,Bac Giang,7867,223,24,2210939
ViÖt TiÕn,Viet Tien,ViÖt Yªn,Bac Giang,7762,222,24,2211707
QuÕ Nham,Que Nham,T©n Yªn,Bac Giang,7366,216,24,2210545
NghÜa Trung,Nghia Trung,ViÖt Yªn,Bac Giang,7765,222,24,2211715
Song Mai,Song Mai,B¾c Giang,Bac Giang,7222,213,24,2210111
Ph­êng Thä X­¬ng,Tho Xuong,B¾c Giang,Bac Giang,7201,213,24,2210110
X­¬ng Giang,Xuong Giang,B¾c Giang,Bac Giang,7225,213,24,2210113
§a Mai,Da Mai,B¾c Giang,Bac Giang,7228,213,24,2210115
Ph­êng Mü §é,My Do,B¾c Giang,Bac Giang,7216,213,24,2210107
T©n Mü,Tan My,Yªn Dòng,Bac Giang,7687,221,24,2211907
DÜnh Tr×,Dinh Tri,L¹ng Giang,Bac Giang,7441,217,24,2211149
DÜnh KÕ,Dinh Ke,B¾c Giang,Bac Giang,7231,213,24,2210117
H­¬ng Gi¸n,Huong Gian,Yªn Dòng,Bac Giang,7690,221,24,2211911
Song Khª,Song Khe,Yªn Dòng,Bac Giang,7705,221,24,2211915
Tù L¹n,Tu Lan,ViÖt Yªn,Bac Giang,7774,222,24,2211711
H­¬ng Mai,Huong Mai,ViÖt Yªn,Bac Giang,7771,222,24,2211713
§«ng L«,Dong Lo,HiÖp Hßa,Bac Giang,7879,223,24,2210945
Ch©u Ninh,Chau Ninh,HiÖp Hßa,Bac Giang,7882,223,24,2210951
BÝch S¬n,Bich Son,ViÖt Yªn,Bac Giang,7777,222,24,2211703
Trung S¬n,Trung Son,ViÖt Yªn,Bac Giang,7780,222,24,2211717
Tiªn S¬n,Tien Son,ViÖt Yªn,Bac Giang,7786,222,24,2211727
Ninh S¬n,Ninh Son,ViÖt Yªn,Bac Giang,7798,222,24,2211729
Hång Th¸i,Hong Thai,ViÖt Yªn,Bac Giang,7783,222,24,2211719
Quang Ch©u,Quang Chau,ViÖt Yªn,Bac Giang,7807,222,24,2211735
V©n Trung,Van Trung,ViÖt Yªn,Bac Giang,7801,222,24,2211731
T¨ng TiÕn,Tang Tien,ViÖt Yªn,Bac Giang,7789,222,24,2211725
T©n TiÕn,Tan Tien,Yªn Dòng,Bac Giang,7699,221,24,2211917
§ång S¬n,Dong Son,Yªn Dòng,Bac Giang,7696,221,24,2211909
Néi Hoµng,Noi Hoang,Yªn Dòng,Bac Giang,7708,221,24,2211921
TiÒn Phong,Tien Phong,Yªn Dòng,Bac Giang,7711,221,24,2211927
T©n An,Tan An,Yªn Dòng,Bac Giang,7693,221,24,2211913
L·o Hé,Lao Ho,Yªn Dòng,Bac Giang,7684,221,24,2211905
Ph­¬ng S¬n,Phuong Son,Lôc Nam,Bac Giang,7477,218,24,2211519
B¶o §µi,Bao Dai,Lôc Nam,Bac Giang,7462,218,24,2211515
Quúnh S¬n,Quynh Son,Yªn Dòng,Bac Giang,7702,221,24,2211919
Xu©n Phó,Xuan Phu,Yªn Dòng,Bac Giang,7714,221,24,2211925
T©n LiÔu,Tan Lieu,Yªn Dòng,Bac Giang,7717,221,24,2211923
Yªn L­,Yen Lu,Yªn Dòng,Bac Giang,7726,221,24,2211935
Nham S¬n,Nham Son,Yªn Dòng,Bac Giang,7732,221,24,2211903
Yªn S¬n,Yen Son,Lôc Nam,Bac Giang,7498,218,24,2211541
TT. Neo,Neo Town,Yªn Dòng,Bac Giang,7681,221,24,2211901
Th¾ng C­¬ng,Thang Cuong,Yªn Dòng,Bac Giang,7744,221,24,2211943
T­ M¹i,Tu Mai,Yªn Dòng,Bac Giang,7741,221,24,2211939
§ång Phóc,Dong Phuc,Yªn Dòng,Bac Giang,7750,221,24,2211945
C¶nh Thôy,Canh Thuy,Yªn Dòng,Bac Giang,7738,221,24,2211937
L·ng S¬n,Lang Son,Yªn Dòng,Bac Giang,7723,221,24,2211929
TrÝ Yªn,Tri Yen,Yªn Dòng,Bac Giang,7720,221,24,2211931
Vò x¸,Vu Xa,Lôc Nam,Bac Giang,7516,218,24,2211545
CÈm Lý,Cam Ly,Lôc Nam,Bac Giang,7519,218,24,2211551
§an Héi,Dan Hoi,Lôc Nam,Bac Giang,7522,218,24,2211553
Tiªn H­ng,Tien Hung,Lôc Nam,Bac Giang,7474,218,24,2211505
Kh¸m L¹ng,Kham Lang,Lôc Nam,Bac Giang,7501,218,24,2211535
TT. Lôc Nam,Luc Nam Town,Lôc Nam,Bac Giang,7447,218,24,2211501
Tiªn Nha,Tien Nha,Lôc Nam,Bac Giang,7468,218,24,2211521
C­¬ng S¬n,Cuong Son,Lôc Nam,Bac Giang,7483,218,24,2211527
B¾c Lòng,Bac Lung,Lôc Nam,Bac Giang,7513,218,24,2211543
Trï Hùu,Tru Huu,Lôc Ng¹n,Bac Giang,7579,219,24,2210729
Quý S¬n,Quy Son,Lôc Ng¹n,Bac Giang,7576,219,24,2210727
TT. Chò,Chu Town,Lôc Ng¹n,Bac Giang,7525,219,24,2210701
Ph­îng S¬n,Phuong Son,Lôc Ng¹n,Bac Giang,7612,219,24,2210745
Mü An,My An,Lôc Ng¹n,Bac Giang,7600,219,24,2210753
Nam D­¬ng,Nam Duong,Lôc Ng¹n,Bac Giang,7603,219,24,2210747
T©n Quang,Tan Quang,Lôc Ng¹n,Bac Giang,7588,219,24,2210741
§ång Cèc,Dong Coc,Lôc Ng¹n,Bac Giang,7591,219,24,2210743
NghÜa Hå,Nghia Ho,Lôc Ng¹n,Bac Giang,7585,219,24,2210739
BiÓn §éng,Bien Dong,Lôc Ng¹n,Bac Giang,7573,219,24,2210737
Chiªn S¬n,Chien Son,S¬n §éng,Bac Giang,7633,220,24,2211305
Gi¸o Liªm,Giao Liem,S¬n §éng,Bac Giang,7636,220,24,2211307
H÷u S¶n,Huu San,S¬n §éng,Bac Giang,7624,220,24,2211311
TT. An Ch©u,An Chau Town,S¬n §éng,Bac Giang,7615,220,24,2211301
An Ch©u,An Chau,S¬n §éng,Bac Giang,7657,220,24,2211327
CÈm §µn,Cam Dan,S¬n §éng,Bac Giang,7642,220,24,2211313
Phó NhuËn,Phu Nhuan,Lôc Ng¹n,Bac Giang,7597,219,24,2210751
Yªn §Þnh,Yen Dinh,S¬n §éng,Bac Giang,7651,220,24,2211317
§Ìo Gia,Deo Gia,Lôc Ng¹n,Bac Giang,7609,219,24,2210755
T©n LËp,Tan Lap,Lôc Ng¹n,Bac Giang,7594,219,24,2210749
T©n Méc,Tan Moc,Lôc Ng¹n,Bac Giang,7606,219,24,2210757
NghÜa Ph­¬ng,Nghia Phuong,Lôc Nam,Bac Giang,7486,218,24,2211531
HuyÒn S¬n,Huyen Son,Lôc Nam,Bac Giang,7504,218,24,2211537
Tr­êng Giang,Truong Giang,Lôc Nam,Bac Giang,7471,218,24,2211523
B×nh S¬n,Binh Son,Lôc Nam,Bac Giang,7492,218,24,2211539
TuÊn §¹o,Tuan Dao,S¬n §éng,Bac Giang,7663,220,24,2211329
An B¸,An Ba,S¬n §éng,Bac Giang,7660,220,24,2211325
Bång Am,Bong Am,S¬n §éng,Bac Giang,7669,220,24,2211331
TT. Bè H¹,Bo Ha Town,Yªn ThÕ,Bac Giang,7237,215,24,2210303
Qu¶ng Minh,Quang Minh,ViÖt Yªn,Bac Giang,7792,222,24,2211721
An LËp,An Lap,S¬n §éng,Bac Giang,7648,220,24,2211319
LÖ ViÔn,Le Vien,S¬n §éng,Bac Giang,7654,220,24,2211321
V©n S¬n,Van Son,S¬n §éng,Bac Giang,7621,220,24,2211309
VÜnh Kh­¬ng,Vinh Khuong,S¬n §éng,Bac Giang,7639,220,24,2211315
T©n ThÞnh,Tan Thinh,L¹ng Giang,Bac Giang,7399,217,24,2211119
TT. KÐp,Kep Town,L¹ng Giang,Bac Giang,7369,217,24,2211103
V©n Hµ,Van Ha,ViÖt Yªn,Bac Giang,7804,222,24,2211733
Hoµng Ninh,Hoang Ninh,ViÖt Yªn,Bac Giang,7795,222,24,2211723
Ph­êng Ng« QuyÒn,Ngo Quyen,B¾c Giang,Bac Giang,7207,213,24,2210105
Lan MÉu,Lan Mau,Lôc Nam,Bac Giang,7495,218,24,2211529
Chu §iÖn,Chu Dien,Lôc Nam,Bac Giang,7480,218,24,2211525
H­¬ng L¹c,Huong Lac,L¹ng Giang,Bac Giang,7405,217,24,2211131
Yªn Mü,Yen My,L¹ng Giang,Bac Giang,7414,217,24,2211107
§ång ViÖt,Dong Viet,Yªn Dòng,Bac Giang,7747,221,24,2211947
§ång Kú,Dong Ky,Yªn ThÕ,Bac Giang,7282,215,24,2210323
H­¬ng Vü,Huong Vy,Yªn ThÕ,Bac Giang,7279,215,24,2210333
Bè H¹,Bo Ha,Yªn ThÕ,Bac Giang,7294,215,24,2210339
TiÕn Dòng,Tien Dung,Yªn Dòng,Bac Giang,7729,221,24,2211933
§øc Giang,Duc Giang,Yªn Dòng,Bac Giang,7735,221,24,2211941
Th­îng Lan,Thuong Lan,ViÖt Yªn,Bac Giang,7759,222,24,2211705
Minh §øc,Minh Duc,ViÖt Yªn,Bac Giang,7768,222,24,2211709
Phóc Th¾ng,Phuc Thang,S¬n §éng,Bac Giang,7630,220,24,2211343
Ph­êng TrÇn Nguyªn H·n,Tran Nguyen Han,B¾c Giang,Bac Giang,7204,213,24,2210103
Ph­êng TrÇn Phó,Tran Phu,B¾c Giang,Bac Giang,7213,213,24,2210101
Canh NËu,Canh Nau,Yªn ThÕ,Bac Giang,7246,215,24,2210311
§«ng S¬n,Dong Son,Yªn ThÕ,Bac Giang,7273,215,24,2210335
Xu©n L­¬ng,Xuan Luong,Yªn ThÕ,Bac Giang,7249,215,24,2210309
§ång H­u,Dong Huu,Yªn ThÕ,Bac Giang,7258,215,24,2210327
§ång TiÕn,Dong Tien,Yªn ThÕ,Bac Giang,7243,215,24,2210314
An L¹c,An Lac,S¬n §éng,Bac Giang,7645,220,24,2211323
Thanh LuËn,Thanh Luan,S¬n §éng,Bac Giang,7678,220,24,2211335
Thanh S¬n,Thanh Son,S¬n §éng,Bac Giang,7675,220,24,2211339
Long S¬n,Long Son,S¬n §éng,Bac Giang,7672,220,24,2211337
D­¬ng H­u,Duong Huu,S¬n §éng,Bac Giang,7666,220,24,2211333
V« Tranh,Vo Tranh,Lôc Nam,Bac Giang,7489,218,24,2211533
Tr­êng S¬n,Truong Son,Lôc Nam,Bac Giang,7507,218,24,2211547
Lôc S¬n,Luc Son,Lôc Nam,Bac Giang,7510,218,24,2211549
Hïng S¬n,Hung Son,HiÖp Hßa,Bac Giang,7849,223,24,2210925
TiÕn Th¾ng,Tien Thang,Yªn ThÕ,Bac Giang,7264,215,24,2210319
§ång V­¬ng,Dong Vuong,Yªn ThÕ,Bac Giang,7255,215,24,2210313
Mai §×nh,Mai Dinh,HiÖp Hßa,Bac Giang,7885,223,24,2210949
Mai Trung,Mai Trung,HiÖp Hßa,Bac Giang,7864,223,24,2210935
H­¬ng L©m,Huong Lam,HiÖp Hßa,Bac Giang,7876,223,24,2210947
Hîp ThÞnh,Hop Thinh,HiÖp Hßa,Bac Giang,7858,223,24,2210933
TT. NT Yªn ThÕ,NT Yªn ThÕ Town,Yªn ThÕ,Bac Giang,7240,215,24,2210307
Cao Th­îng,Cao Thuong,T©n Yªn,Bac Giang,7339,216,24,2210501
TT. BÝch §éng,Bic Dong Town,ViÖt Yªn,Bac Giang,7753,222,24,2211701
TT. NÕnh,Nenh Town,ViÖt Yªn,Bac Giang,7756,222,24,0
TT. §åi Ng«,Doi Ngo Town,Lôc Nam,Bac Giang,7444,218,24,2211503
Ph­êng Lª Lîi,Le Loi,B¾c Giang,Bac Giang,7219,213,24,2210109
Ph­êng Hoµng V¨n Thô,Hoang Van Thu,B¾c Giang,Bac Giang,7210,213,24,2210108
Béc Bè,Boc Bo,P¸c NÆm,Bac Kan,1864,60,6,2070315
Gi¸o HiÖu,Giao Hieu,P¸c NÆm,Bac Kan,1870,60,6,2070309
Nghiªn Loan,Nghien Loan,P¸c NÆm,Bac Kan,1882,60,6,2070319
Khang Ninh,Khang Linh,Ba BÓ,Bac Kan,1906,61,6,2070349
Cao TrÝ,Cao Tri,Ba BÓ,Bac Kan,1903,61,6,2070329
Th­îng Gi¸o,Thuong Giao,Ba BÓ,Bac Kan,1912,61,6,2070351
TT. Chî RÇm,TT. Cho Ra,Ba BÓ,Bac Kan,1888,61,6,2070301
§Þa Linh,Dia Linh,Ba BÓ,Bac Kan,1915,61,6,2070345
Qu¶ng Khª,Quang Khe,Ba BÓ,Bac Kan,1924,61,6,2070339
Nam C­êng,Nam Cuong,Chî §ån,Bac Kan,2026,64,6,2070705
YÕn D­¬ng,Yen Duong,Ba BÓ,Bac Kan,1918,61,6,2070343
VÞ H­¬ng,Vy Huong,B¹ch Th«ng,Bac Kan,1975,63,6,2071107
Lôc B×nh,Luc Binh,B¹ch Th«ng,Bac Kan,1990,63,6,2071117
TT. Phñ Th«ng,TT. Phu Thong,B¹ch Th«ng,Bac Kan,1969,63,6,2071101
T©n TiÕn,Tan Tien,B¹ch Th«ng,Bac Kan,1993,63,6,2071115
TT. Minh Khai,TT. Minh khai,B¾c K¹n,Bac Kan,1834,58,6,2070103
S«ng CÇu,Song Cau,B¾c K¹n,Bac Kan,1843,58,6,2070107
XuÊt Hãa,Xuat Hoa,B¾c K¹n,Bac Kan,1855,58,6,2070113
§¹i S¶o,Dai Xao,Chî §ån,Bac Kan,2068,64,6,2070733
B»ng Phóc,Bang Phuc,Chî §ån,Bac Kan,2041,64,6,2070715
Yªn NhuËn,Yen Nhuan,Chî §ån,Bac Kan,2083,64,6,2070741
N«ng H¹,Nong Ha,Chî Míi,Bac Kan,2107,65,6,2071215
TT. Chî Míi,TT. Cho Moi,Chî Míi,Bac Kan,2086,65,6,2071201
Quang Phong,Quang Phong,Na R×,Bac Kan,2185,66,6,2070933
Cao S¬n,Cao Son,B¹ch Th«ng,Bac Kan,2002,63,6,2071127
©n T×nh,An Tinh,Na R×,Bac Kan,2164,66,6,2070917
H­¬ng Nª,Huong Ne,Ng©n S¬n,Bac Kan,1966,62,6,2070519
Trung Hßa,Trung Hoa,Ng©n S¬n,Bac Kan,1948,62,6,2070513
Hoµng TrÜ,Hoang Tri,Ba BÓ,Bac Kan,1930,61,6,2070335
T©n LËp,Tan Lap,Chî §ån,Bac Kan,2032,64,6,2070711
Qu¶ng B¹ch,Quang Bach,Chî §ån,Bac Kan,2038,64,6,2070713
§«ng L¹c,Dong Lac,Chî §ån,Bac Kan,2029,64,6,2070707
Ngäc Ph¸i,Ngoc Phai,Chî §ån,Bac Kan,2053,64,6,2070717
TT. B»ng Lòng,TT. Bang Lung,Chî §ån,Bac Kan,2020,64,6,2070701
B»ng L¨ng,Bang Lang,Chî §ån,Bac Kan,2065,64,6,2070727
Phong Hu©n,Phong Huan,Chî §ån,Bac Kan,2074,64,6,2070735
Thanh V©n,Thanh Van,Chî Míi,Bac Kan,2092,65,6,2071205
Hßa Môc,Hoa Muc,Chî Míi,Bac Kan,2098,65,6,2071207
N«ng ThÞnh,Nong Thinh,Chî Míi,Bac Kan,2113,65,6,2071217
Yªn C­,Yen Cu,Chî Míi,Bac Kan,2110,65,6,2071221
§ång X¸,Dong Xa,Na R×,Bac Kan,2194,66,6,2070939
Cao Kú,Cao Ky,Chî Míi,Bac Kan,2104,65,6,2071213
T©n S¬n,Tan Son,Chî Míi,Bac Kan,2089,65,6,2071203
Mü Thanh,My Thanh,B¹ch Th«ng,Bac Kan,2011,63,6,2071131
HuyÒn Tông,Huyen Tung,B¾c K¹n,Bac Kan,1846,58,6,2070109
D­¬ng Quang,Duong Quang,B¾c K¹n,Bac Kan,1837,58,6,2070115
Quang ThuËn,Quang Thuan,B¹ch Th«ng,Bac Kan,2017,63,6,2071133
Phïng ChÝ Kiªn,Phung Chi Kien,B¾c K¹n,Bac Kan,1840,58,6,2070107
Tó TrÜ,Tu Tri,B¹ch Th«ng,Bac Kan,1987,63,6,2071113
Mü Ph­¬ng,My Phuong,Ba BÓ,Bac Kan,1927,61,6,2070337
§ång Phóc,Dong Phuc,Ba BÓ,Bac Kan,1933,61,6,2070333
Chu H­¬ng,Chu Huong,Ba BÓ,Bac Kan,1921,61,6,2070341
Hµ HiÖu,Ha Hieu,Ba BÓ,Bac Kan,1897,61,6,2070331
Qu©n B×nh,Quan Binh,B¹ch Th«ng,Bac Kan,1996,63,6,2071121
Ph­¬ng Linh,Phuong Linh,B¹ch Th«ng,Bac Kan,1972,63,6,2071105
ThuÇn Mang,Thuan Mang,Ng©n S¬n,Bac Kan,1963,62,6,2070517
Sü B×nh,Sy Binh,B¹ch Th«ng,Bac Kan,1978,63,6,2071109
Vò Muén,Vu Muon,B¹ch Th«ng,Bac Kan,1981,63,6,2071111
Kim Hû,Kim Hy,Na R×,Bac Kan,2146,66,6,2070905
L­¬ng Th­îng,Luong Thuong,Na R×,Bac Kan,2143,66,6,2070911
L¹ng San,Lang San,Na R×,Bac Kan,2140,66,6,2070913
V¨n Häc,Van Hoc,Na R×,Bac Kan,2149,66,6,2070907
L­¬ng H¹,Luong Ha,Na R×,Bac Kan,2155,66,6,2070915
C«n Minh,Con Minh,Na R×,Bac Kan,2173,66,6,2070929
H÷u Th¸c,Huu Thac,Na R×,Bac Kan,2179,66,6,2070931
V¨n Minh,Van Minh,Na R×,Bac Kan,2170,66,6,2070925
L­¬ng Thµnh,Luong Thanh,Na R×,Bac Kan,2161,66,6,2070919
Lam S¬n,Lam Son,Na R×,Bac Kan,2167,66,6,2070923
V©n Tïng,Van Tung,Ng©n S¬n,Bac Kan,1954,62,6,2070503
N«ng Th­îng,Nong Thuong,B¾c K¹n,Bac Kan,1852,58,6,2070111
R· B¶n,Ra Ban,Chî §ån,Bac Kan,2056,64,6,2070725
§«ng Viªn,Dong Vien,Chî §ån,Bac Kan,2059,64,6,2070731
D­¬ng Phong,Duong Phong,B¹ch Th«ng,Bac Kan,2014,63,6,2071135
Hµ VÞ,Ha Vi,B¹ch Th«ng,Bac Kan,2005,63,6,2071125
CÇm Giµng,Cam Giang,B¹ch Th«ng,Bac Kan,2008,63,6,2071129
Nguyªn Phóc,Nguyen Phuc,B¹ch Th«ng,Bac Kan,1999,63,6,2071123
B×nh V¨n,Binh Van,Chî Míi,Bac Kan,2125,65,6,2071227
Yªn §Þnh,Yen Dinh,Chî Míi,Bac Kan,2128,65,6,2071229
Thanh B×nh,Thanh Binh,Chî Míi,Bac Kan,2119,65,6,2071223
H¶o NghÜa,Hao Nghia,Na R×,Bac Kan,2182,66,6,2070935
Vò Loan,Vu Loan,Na R×,Bac Kan,2137,66,6,2070903
Xu©n D­¬ng,Xuan Duong,Na R×,Bac Kan,2191,66,6,2070941
Kim L­,Kim Lu,Na R×,Bac Kan,2158,66,6,2070921
Liªm Thuû,Liem Thuy,Na R×,Bac Kan,2197,66,6,2070943
D­¬ng S¬n,Duong Son,Na R×,Bac Kan,2188,66,6,2070937
C­ LÔ,Cu Le,Na R×,Bac Kan,2176,66,6,2070927
C­êng Lîi,Cuong Loi,Na R×,Bac Kan,2152,66,6,2070909
§øc V©n,Duc Van,Ng©n S¬n,Bac Kan,1951,62,6,2070505
Cèc §¸n,Coc Dan,Ng©n S¬n,Bac Kan,1945,62,6,2070511
B»ng V©n,Bang Van,Ng©n S¬n,Bac Kan,1942,62,6,2070507
Th­îng ¢n,Thuong An,Ng©n S¬n,Bac Kan,1939,62,6,2070509
Th­îng Quang,Thuong Quan,Ng©n S¬n,Bac Kan,1957,62,6,2070515
Bµnh Tr¹ch,Banh Trach,Ba BÓ,Bac Kan,1891,61,6,2070321
Phóc Léc,Phuc Loc,Ba BÓ,Bac Kan,1894,61,6,2070325
B»ng Thµnh,Bang Thanh,P¸c NÆm,Bac Kan,1858,60,6,2070303
An Th¾ng,An Thang,P¸c NÆm,Bac Kan,1876,60,6,2070311
Xu©n La,Xuan La,P¸c NÆm,Bac Kan,1873,60,6,2070313
§«n Phong,Don Phong,B¹ch Th«ng,Bac Kan,1984,63,6,2071119
D­¬ng Quang,Duong Quang,B¾c K¹n,Bac Kan,1849,58,6,2070115
B×nh Trung,Binh Trung,Chî §ån,Bac Kan,2080,64,6,2070743
Yªn ThÞnh,Yen Thinh,Chî §ån,Bac Kan,2044,64,6,2070719
Xu©n L¹c,Xuan Lac,Chî §ån,Bac Kan,2023,64,6,2070703
L­¬ng B»ng,Luong Bang,Chî §ån,Bac Kan,2062,64,6,2070729
NghÜa T¸,Nghia Ta,Chî §ån,Bac Kan,2071,64,6,2070737
Cao Th­îng,Cao Thuong,Ba BÓ,Bac Kan,1900,61,6,2070327
Nam MÉu,Nam Mau,Ba BÓ,Bac Kan,1909,61,6,2070347
Cæ Linh,Co Linh,P¸c NÆm,Bac Kan,1879,60,6,2070317
Nh¹n M«n,Nhan Mon,P¸c NÆm,Bac Kan,1861,60,6,2070305
Cao T©n,Cao Tan,P¸c NÆm,Bac Kan,1885,60,6,2070323
C«ng B»ng,Cong Bang,P¸c NÆm,Bac Kan,1867,60,6,2070307
Mai LËp,Mai Lap,Chî Míi,Bac Kan,2095,65,6,2071211
Thanh Mai,Thanh Mai,Chî Míi,Bac Kan,2101,65,6,2071209
Nh­ Cæ,Nhu Co,Chî Míi,Bac Kan,2122,65,6,2071225
Yªn H©n,Yen Han,Chî Míi,Bac Kan,2116,65,6,2071219
TT. Yªn L¹c,TT. Yen Lac,Na R×,Bac Kan,2134,66,6,2070901
Qu¶ng Chu,Quang Chu,Chî Míi,Bac Kan,2131,65,6,2071231
B¶n Thi,Ban Thi,Chî §ån,Bac Kan,2035,64,6,2070709
Yªn Th­îng,Yen Thuong,Chî §ån,Bac Kan,2047,64,6,2070723
L¨ng Ng©m,Lang Ngam,Ng©n S¬n,Bac Kan,1960,62,6,2070521
Yªn Mü,Yen My,Chî §ån,Bac Kan,2077,64,6,2070739
Nµ PhÆc,TT. Na Phac,Ng©n S¬n,Bac Kan,1936,62,6,2070501
Ph­¬ng Viªn,Phuong Vien,Chî §ån,Bac Kan,2050,64,6,2070721
Ph­íc Long,Phuoc Long,Ph­íc Long,Bac Lieu,31867,957,95,8210301
VÜnh Phó §«ng,Vinh Phu Dong,Ph­íc Long,Bac Lieu,31870,957,95,8210315
Ngan Dõa,Ngan Dua,Hång D©n,Bac Lieu,31843,956,95,8210401
VÜnh Phó T©y,Vinh Phu Tay,Ph­íc Long,Bac Lieu,31873,957,95,8210317
VÜnh Thanh,Vinh Thanh,Ph­íc Long,Bac Lieu,31882,957,95,8210323
H­ng Thµnh,Hung Thanh,VÜnh Lîi,Bac Lieu,31906,958,95,8210507
H­ng Héi,Hung Hoi,VÜnh Lîi,Bac Lieu,31909,958,95,8210509
Ch©u Thíi,Chau Thoi,VÜnh Lîi,Bac Lieu,31912,958,95,8210511
VÜnh H­ng,Vinh Hung,VÜnh Lîi,Bac Lieu,31894,958,95,8210503
Minh DiÖu,Minh Dieu,VÜnh Lîi,Bac Lieu,31915,958,95,8210513
VÜnh B×nh,Vinh Binh,VÜnh Lîi,Bac Lieu,31918,958,95,8210515
VÜnh Mü B,Vinh My B,VÜnh Lîi,Bac Lieu,31924,958,95,8210519
Phong Th¹nh §«ng A,Phong Thanh Dong A,Gi¸ Rai,Bac Lieu,31951,959,95,8210708
Phong Th¹nh §«ng,Phong Thanh Dong,Gi¸ Rai,Bac Lieu,31948,959,95,8210707
Phong T©n,Phong Tan,Gi¸ Rai,Bac Lieu,31954,959,95,8210709
An Tr¹ch,An Trach,§«ng H¶i,Bac Lieu,31987,960,95,8210723
An Phóc,An Phuc,§«ng H¶i,Bac Lieu,31990,960,95,8210727
VÜnh HËu,Vinh Hau,VÜnh Lîi,Bac Lieu,31927,958,95,8210521
HiÖp Thµnh,Hiep Thanh,B¹c Liªu,Bac Lieu,31840,954,95,8210113
VÜnh Trach §«ng,Vinh Trach Dong,B¹c Liªu,Bac Lieu,31837,954,95,8210112
VÜnh Tr¹ch,Vinh Trach,B¹c Liªu,Bac Lieu,31834,954,95,8210111
P. 2,P. 2,B¹c Liªu,Bac Lieu,31813,954,95,8210101
P. 5,P. 5,B¹c Liªu,Bac Lieu,31819,954,95,8210105
Léc Ninh,Loc Ninh,Hång D©n,Bac Lieu,31855,956,95,8210409
Ninh Hoµ,Ninh Hoa,Hång D©n,Bac Lieu,31852,956,95,8210407
Ninh Quíi,Ninh Quoi,Hång D©n,Bac Lieu,31846,956,95,8210403
Ninh Quíi A,Ninh Quoi A,Hång D©n,Bac Lieu,31849,956,95,8210405
T©n Phong,Tan Phong,Gi¸ Rai,Bac Lieu,31957,959,95,8210711
Long §iÒn,Long Dien,§«ng H¶i,Bac Lieu,31981,960,95,8210719
Hé Phßng,Ho Phong,Gi¸ Rai,Bac Lieu,31945,959,95,8210703
TT. Gi¸ Rai,Gia Rai Town,Gi¸ Rai,Bac Lieu,31942,959,95,8210701
VÜnh Mü A,Vinh My A,VÜnh Lîi,Bac Lieu,31933,958,95,8210523
Hoµ B×nh,Hoa Binh,VÜnh Lîi,Bac Lieu,31891,958,95,8210501
Ph­íc Long,Phuoc Long,Ph­íc Long,Bac Lieu,31876,957,95,8210319
P. 3,P. 3,B¹c Liªu,Bac Lieu,31816,954,95,8210103
T©n Th¹nh,Tan Thanh,Gi¸ Rai,Bac Lieu,31969,959,95,8210725
Gµnh Hµo,Ganh Hao,§«ng H¶i,Bac Lieu,31972,960,95,8210705
Long §iÒn T©y,Long Dien Tay,§«ng H¶i,Bac Lieu,31984,960,95,8210721
VÜnh ThÞnh,Vinh Thinh,VÜnh Lîi,Bac Lieu,31936,958,95,8210525
VÜnh Léc,Vinh Loc,Hång D©n,Bac Lieu,31858,956,95,8210411
Long Th¹nh,Long Thanh,VÜnh Lîi,Bac Lieu,31921,958,95,8210517
Ch©u H­ng,Chau Hung,VÜnh Lîi,Bac Lieu,31900,958,95,8210505
Phong Th¹nh,Phong Thanh,Gia Rai,Bac Lieu,31960,959,95,8210713
Ninh Th¹nh Lîi,Ninh Thanh Loi,Hång D©n,Bac Lieu,31864,956,95,8210413
Phong Th¹nh T©y B,Phong Thanh Tay B,Ph­íc Long,Bac Lieu,31888,957,95,8210325
Long §iÒn §«ng,Long Dien Dong,§«ng H¶i,Bac Lieu,31975,960,95,8210717
P. 8,P. 8,B¹c Liªu,Bac Lieu,31828,954,95,8210109
P. 7,P. 7,B¹c Liªu,Bac Lieu,31822,954,95,8210107
H­ng Phó,Hung Phu,Ph­íc Long,Bac Lieu,31879,957,95,8210321
Phong Th¹nh T©y,Phong Thanh Tay,Gi¸ Rai,Bac Lieu,31966,959,95,8210715
Long §iÒn §«ng A,Long Dien Dong A,§«ng H¶i,Bac Lieu,31978,960,95,8210718
